Date,Sandwich Count,Attackers(EOA),Victims(EOA),Volume,Profit,Cost,Revenue,ROI(%),> 1k Tx Count,> 1k Volume,> 1k Profit,> 1k Cost,> 1k Revenue,> 1k ROI(%),Mev-Bot Tx Count,Mev-Bot Volume,Mev-Bot Profit,Mev-Bot Cost,Mev-Bot Revenue,MEV ROI(%)
2024-12-24,"2684","49","2347","$288,145,998.21","$6,348.34","$199,340.49","$205,688.83","3.18%","1","$99,091.86","$1,484.73","$131.82","$1,616.55","1126.30%","68","$77,069,299.37","$556.48","$13,295.68","$13,852.16","4.19%"
2024-12-25,"2421","47","1987","$202,630,025.52","$91,404.22","$130,222.52","$221,626.74","70.19%","5","$722,621.88","$85,354.69","$182.75","$85,537.44","46704.84%","74","$53,941,078.31","$434.92","$19,447.92","$19,882.83","2.24%"
2024-12-26,"2780","51","2412","$401,993,300.03","$8,770.82","$225,562.74","$234,333.56","3.89%","1","$5,208,258.33","$1,704.17","$338.01","$2,042.18","504.18%","85","$147,705,258.73","$2,757.91","$22,934.52","$25,692.43","12.03%"
2024-12-27,"2914","47","2396","$362,479,653.15","$10,981.60","$176,387.58","$187,369.19","6.23%","3","$917,718.34","$5,545.68","$497.09","$6,042.78","1115.62%","98","$126,869,252.01","$1,415.49","$16,697.22","$18,112.71","8.48%"
2024-12-28,"3174","48","2826","$410,722,976.90","$9,781.90","$212,500.51","$222,282.41","4.60%","3","$79,775.73","$4,052.67","$192.91","$4,245.58","2100.79%","85","$87,737,915.75","$797.06","$17,288.85","$18,085.92","4.61%"
2024-12-29,"2887","49","2392","$333,112,897.95","$3,914.83","$170,023.55","$173,938.38","2.30%","0","$0.00","$0.00","$0.00","$0.00","0.00%","110","$105,163,224.72","$843.15","$21,621.25","$22,464.41","3.90%"
2024-12-30,"2574","44","2188","$347,873,928.99","$7,144.81","$198,504.76","$205,649.57","3.60%","0","$0.00","$0.00","$0.00","$0.00","0.00%","98","$68,648,058.14","$967.22","$26,384.19","$27,351.41","3.67%"
2024-12-31,"3251","56","3183","$541,049,779.78","$17,439.39","$439,175.82","$456,615.22","3.97%","1","$36,551.51","$1,189.60","$15.52","$1,205.13","7663.10%","121","$223,924,324.36","$1,884.76","$39,715.06","$41,599.83","4.75%"
2025-01-01,"3557","60","3784","$334,258,638.93","$22,927.49","$622,164.28","$645,091.77","3.69%","2","$352,682.50","$4,400.57","$104.97","$4,505.54","4192.16%","84","$42,946,170.30","$1,179.11","$18,215.82","$19,394.93","6.47%"
2025-01-02,"2059","44","1876","$284,468,688.08","$7,151.28","$225,106.56","$232,257.84","3.18%","0","$0.00","$0.00","$0.00","$0.00","0.00%","46","$73,790,061.38","$1,992.86","$25,272.35","$27,265.21","7.89%"
2025-01-03,"2999","46","2517","$302,260,426.05","$10,962.78","$294,799.85","$305,762.63","3.72%","0","$0.00","$0.00","$0.00","$0.00","0.00%","78","$41,336,103.89","$1,380.39","$17,623.32","$19,003.71","7.83%"
2025-01-04,"3493","56","2909","$317,229,511.35","$7,128.30","$302,610.44","$309,738.74","2.36%","2","$2,181,278.18","$2,334.55","$38.29","$2,372.84","6097.31%","93","$48,975,377.71","$1,029.11","$14,468.89","$15,498.00","7.11%"
2025-01-05,"2970","48","2499","$257,471,832.75","$6,231.06","$400,090.24","$406,321.29","1.56%","0","$0.00","$0.00","$0.00","$0.00","0.00%","80","$62,735,429.02","$1,446.50","$185,530.80","$186,977.30","0.78%"
2025-01-06,"2987","49","2567","$540,765,684.16","$16,837.91","$424,247.87","$441,085.77","3.97%","4","$5,518,483.71","$5,376.89","$1,606.10","$6,982.98","334.78%","90","$128,941,116.19","$3,022.49","$21,954.13","$24,976.62","13.77%"
2025-01-07,"2850","45","2451","$400,761,856.83","$9,803.70","$244,648.54","$254,452.24","4.01%","2","$640,257.48","$3,423.20","$5,408.13","$8,831.33","63.30%","69","$101,381,432.31","-$199.04","$15,196.56","$14,997.52","-1.31%"
2025-01-08,"2689","45","2271","$362,478,585.13","$58,220.97","$216,977.54","$275,198.51","26.83%","1","$9,032,127.28","$49,526.56","$10,509.15","$60,035.71","471.27%","75","$96,827,742.43","$52,946.17","$32,707.85","$85,654.02","161.88%"
2025-01-09,"2325","51","1785","$381,208,817.55","$8,673.88","$290,230.14","$298,904.03","2.99%","0","$0.00","$0.00","$0.00","$0.00","0.00%","92","$107,719,737.11","$5,037.44","$72,925.59","$77,963.03","6.91%"
2025-01-10,"2380","52","1910","$451,963,173.52","$10,326.42","$313,471.77","$323,798.19","3.29%","2","$6,205,736.95","$2,751.45","$35,807.11","$38,558.56","7.68%","89","$237,288,352.63","$6,315.95","$91,632.01","$97,947.96","6.89%"
2025-01-11,"2539","49","1890","$214,309,238.41","$5,224.63","$130,304.08","$135,528.70","4.01%","1","$20,277.70","$1,646.19","$5.87","$1,652.06","28041.27%","55","$66,160,227.15","$1,073.82","$36,177.56","$37,251.38","2.97%"
2025-01-12,"2602","56","1943","$220,667,318.56","$3,110.07","$150,641.24","$153,751.32","2.06%","0","$0.00","$0.00","$0.00","$0.00","0.00%","52","$33,883,955.71","$750.52","$10,060.22","$10,810.74","7.46%"
2025-01-13,"2525","57","1975","$428,614,707.95","$7,829.70","$255,708.74","$263,538.44","3.06%","1","$3,960,935.64","$1,608.24","$31.20","$1,639.44","5154.38%","82","$67,631,650.57","$2,557.36","$26,548.39","$29,105.75","9.63%"
2025-01-14,"2583","50","1976","$313,730,931.12","$4,439.43","$210,742.24","$215,181.67","2.11%","0","$0.00","$0.00","$0.00","$0.00","0.00%","66","$52,761,397.01","$1,014.22","$22,959.27","$23,973.49","4.42%"
2025-01-15,"2323","53","1871","$363,251,920.52","$35,122.49","$190,870.35","$225,992.84","18.40%","3","$14,953,419.40","$36,368.87","$1,101.72","$37,470.59","3301.09%","72","$107,204,861.17","$3,311.56","$23,708.59","$27,020.15","13.97%"
2025-01-16,"2427","49","1988","$283,502,428.97","$5,822.49","$173,040.97","$178,863.45","3.36%","0","$0.00","$0.00","$0.00","$0.00","0.00%","69","$44,647,031.06","$1,795.03","$14,399.94","$16,194.97","12.47%"
2025-01-17,"2384","49","1849","$314,239,300.17","$6,984.80","$204,348.75","$211,333.55","3.42%","0","$0.00","$0.00","$0.00","$0.00","0.00%","63","$61,126,077.23","$1,943.63","$13,338.08","$15,281.71","14.57%"
2025-01-18,"2550","54","2028","$529,354,838.48","$14,677.99","$352,279.92","$366,957.91","4.17%","1","$6,254,931.43","$1,045.99","$1,121.66","$2,167.66","93.25%","80","$143,592,347.46","$4,962.38","$61,762.98","$66,725.36","8.03%"
2025-01-19,"1997","46","1791","$541,754,469.68","$10,868.50","$595,032.19","$605,900.69","1.83%","3","$7,334,047.79","$5,382.20","$2,265.68","$7,647.88","237.55%","85","$176,211,090.13","$7,651.09","$78,297.72","$85,948.82","9.77%"
2025-01-20,"1774","46","1496","$350,289,759.56","$807,675.09","$540,073.19","$1,347,748.28","149.55%","2","$2,890,950.98","$798,395.92","$133,308.33","$931,704.25","598.91%","66","$36,702,204.05","$4,125.25","$107,102.36","$111,227.61","3.85%"
2025-01-21,"1892","47","1496","$450,389,555.91","$10,157.92","$309,756.48","$319,914.39","3.28%","1","$4,560,386.07","$1,059.23","$341.98","$1,401.21","309.74%","83","$206,308,772.68","$3,525.48","$107,305.04","$110,830.52","3.29%"
2025-01-22,"2158","55","1626","$271,627,364.94","$8,178.12","$188,933.73","$197,111.85","4.33%","1","$30,776.28","$2,016.68","$14.53","$2,031.21","13879.40%","63","$34,582,057.18","$682.87","$11,453.87","$12,136.74","5.96%"
2025-01-23,"2131","60","1674","$408,858,321.43","$15,290.79","$303,050.81","$318,341.60","5.05%","4","$26,193,998.38","$5,588.75","$27,660.06","$33,248.82","20.21%","91","$146,959,619.00","$7,694.74","$69,915.99","$77,610.72","11.01%"
2025-01-24,"2104","55","1513","$381,561,063.64","$7,590.70","$312,128.27","$319,718.97","2.43%","0","$0.00","$0.00","$0.00","$0.00","0.00%","93","$130,261,657.78","$2,558.65","$132,520.26","$135,078.91","1.93%"
2025-01-25,"2017","54","1485","$240,704,057.61","$10,357.13","$132,069.83","$142,426.96","7.84%","2","$1,007,532.94","$6,821.70","$1,937.73","$8,759.43","352.05%","77","$58,265,812.11","$787.50","$11,708.17","$12,495.67","6.73%"
2025-01-26,"2515","53","1790","$273,334,179.29","$6,694.14","$183,875.20","$190,569.34","3.64%","0","$0.00","$0.00","$0.00","$0.00","0.00%","90","$84,258,443.15","$1,113.46","$31,498.34","$32,611.79","3.53%"
2025-01-27,"2392","60","1859","$549,771,447.55","$13,106.22","$225,307.15","$238,413.37","5.82%","4","$9,093,263.53","$5,834.38","$11,488.82","$17,323.20","50.78%","142","$174,583,390.56","$4,878.14","$39,743.58","$44,621.72","12.27%"
2025-01-28,"2248","54","1690","$336,742,724.84","$12,288.46","$155,934.66","$168,223.12","7.88%","2","$7,573,800.68","$8,732.80","$13,664.33","$22,397.13","63.91%","92","$64,409,574.46","$9,698.67","$27,367.87","$37,066.54","35.44%"
2025-01-29,"2403","57","1743","$375,208,822.77","$12,185.68","$129,293.20","$141,478.89","9.42%","1","$14,064,166.37","$7,668.20","$1,972.99","$9,641.19","388.66%","120","$103,032,546.23","$2,031.18","$26,898.86","$28,930.05","7.55%"
2025-01-30,"2528","56","1910","$344,461,466.54","$4,802.39","$149,744.28","$154,546.67","3.21%","0","$0.00","$0.00","$0.00","$0.00","0.00%","129","$75,341,469.96","$2,551.71","$26,021.87","$28,573.58","9.81%"
2025-01-31,"2484","51","1883","$359,375,331.80","$5,268.09","$159,506.93","$164,775.02","3.30%","1","$15,424,558.72","$1,278.21","$255.58","$1,533.80","500.12%","99","$71,081,389.78","$2,589.41","$13,902.68","$16,492.09","18.63%"
2025-02-01,"2418","57","1842","$280,786,453.80","$4,262.73","$104,227.81","$108,490.55","4.09%","0","$0.00","$0.00","$0.00","$0.00","0.00%","98","$69,600,470.34","$1,948.12","$8,197.07","$10,145.20","23.77%"
2025-02-02,"2418","52","1867","$383,597,516.65","$7,797.00","$199,243.54","$207,040.54","3.91%","1","$137,151.15","$1,110.64","$1,617.98","$2,728.61","68.64%","131","$77,147,119.89","$1,845.73","$20,011.23","$21,856.96","9.22%"
2025-02-03,"2159","52","1801","$873,478,613.37","$301,545.68","$903,840.27","$1,205,385.95","33.36%","7","$91,224,898.16","$296,026.23","$359,098.95","$655,125.18","82.44%","169","$319,348,031.71","$304,545.22","$442,105.72","$746,650.94","68.89%"
2025-02-04,"2953","52","2256","$477,714,377.85","$7,978.82","$169,210.97","$177,189.79","4.72%","1","$6,547,674.64","$1,189.85","$2,210.58","$3,400.43","53.83%","136","$179,309,875.84","$3,668.03","$22,111.93","$25,779.96","16.59%"
2025-02-05,"3034","62","2199","$289,252,091.58","$38,040.63","$177,939.24","$215,979.87","21.38%","1","$3,156,676.73","$34,878.63","$64,043.39","$98,922.02","54.46%","124","$76,708,658.32","$36,314.67","$82,694.88","$119,009.55","43.91%"
2025-02-06,"2792","56","2091","$255,951,664.68","$6,858.81","$103,876.69","$110,735.50","6.60%","0","$0.00","$0.00","$0.00","$0.00","0.00%","130","$94,008,599.02","$2,536.39","$10,710.67","$13,247.06","23.68%"
2025-02-07,"3246","51","2277","$321,637,124.70","$2,388.88","$202,289.38","$204,678.26","1.18%","1","$21,978,129.14","$1,150.16","$416.78","$1,566.95","275.96%","156","$109,595,906.62","$2,358.26","$76,551.30","$78,909.56","3.08%"
2025-02-08,"2847","54","1930","$205,451,498.05","$4,043.47","$82,941.87","$86,985.34","4.88%","0","$0.00","$0.00","$0.00","$0.00","0.00%","136","$61,667,973.68","$2,373.59","$17,135.84","$19,509.43","13.85%"
2025-02-09,"3109","51","2165","$206,791,251.85","$4,312.27","$100,993.12","$105,305.39","4.27%","0","$0.00","$0.00","$0.00","$0.00","0.00%","106","$40,242,281.54","$1,320.89","$6,673.14","$7,994.04","19.79%"
2025-02-10,"3342","59","2211","$400,154,897.47","$5,551.65","$166,164.89","$171,716.54","3.34%","0","$0.00","$0.00","$0.00","$0.00","0.00%","174","$104,844,307.53","$2,745.53","$21,107.04","$23,852.57","13.01%"
2025-02-11,"3482","59","2547","$316,655,119.01","$3,627.12","$179,885.67","$183,512.79","2.02%","9","$911,380.55","$17,956.42","$18.28","$17,974.70","98215.11%","145","$75,676,899.12","$633.03","$22,900.82","$23,533.85","2.76%"
2025-02-12,"2751","59","2063","$353,390,426.71","$9,311.66","$151,076.77","$160,388.43","6.16%","1","$10,192,646.30","$2,784.93","$10,636.36","$13,421.29","26.18%","144","$99,663,061.00","$6,617.27","$36,244.75","$42,862.03","18.26%"
2025-02-13,"2715","57","1958","$260,282,385.18","$11,915.48","$140,877.30","$152,792.77","8.46%","2","$2,155,538.03","$8,540.81","$28,546.57","$37,087.38","29.92%","115","$69,515,554.07","$1,119.55","$18,859.82","$19,979.37","5.94%"
2025-02-14,"2404","58","1729","$287,887,872.82","$4,342.27","$102,929.61","$107,271.89","4.22%","0","$0.00","$0.00","$0.00","$0.00","0.00%","183","$112,245,269.89","$3,687.08","$29,484.31","$33,171.39","12.51%"
2025-02-15,"2223","49","1558","$141,950,214.07","$2,497.12","$50,995.05","$53,492.17","4.90%","0","$0.00","$0.00","$0.00","$0.00","0.00%","101","$43,104,459.10","$1,193.11","$5,724.03","$6,917.14","20.84%"
2025-02-16,"2350","57","1732","$157,137,692.84","$2,117.20","$58,907.07","$61,024.27","3.59%","0","$0.00","$0.00","$0.00","$0.00","0.00%","102","$41,567,721.77","$841.31","$5,696.32","$6,537.63","14.77%"
2025-02-17,"2841","72","2868","$286,654,615.45","$14,407.87","$277,135.97","$291,543.85","5.20%","1","$15,445.14","$5,489.34","$40.92","$5,530.26","13413.92%","152","$79,010,325.84","$2,504.38","$17,094.94","$19,599.32","14.65%"
2025-02-18,"3086","63","2437","$343,080,603.80","$10,134.30","$135,158.29","$145,292.59","7.50%","1","$5,762,796.51","$3,101.23","$2,543.37","$5,644.60","121.93%","185","$104,203,873.77","$5,750.86","$20,691.06","$26,441.93","27.79%"
2025-02-19,"2690","70","1959","$253,837,215.43","$7,178.36","$99,039.82","$106,218.18","7.25%","2","$149,671.09","$2,253.61","$1,953.03","$4,206.64","115.39%","151","$91,405,761.94","$2,695.82","$10,644.82","$13,340.64","25.33%"
2025-02-20,"2472","64","1734","$255,555,680.78","$4,550.10","$88,280.11","$92,830.21","5.15%","1","$14,523.67","$3,258.86","$27.17","$3,286.04","11992.84%","138","$68,822,416.38","$1,780.84","$16,025.75","$17,806.59","11.11%"
2025-02-21,"2349","55","1649","$397,745,245.31","$3,651.60","$143,304.57","$146,956.18","2.55%","1","$5,069,134.18","$1,232.91","$1,606.50","$2,839.41","76.75%","179","$102,526,861.54","$4,489.82","$25,122.68","$29,612.50","17.87%"
2025-02-22,"2482","56","1846","$223,319,788.30","$3,740.54","$77,124.15","$80,864.69","4.85%","0","$0.00","$0.00","$0.00","$0.00","0.00%","144","$66,467,892.18","$1,180.21","$13,947.09","$15,127.30","8.46%"
2025-02-23,"2509","61","1729","$351,975,863.86","$4,985.73","$186,192.66","$191,178.38","2.68%","1","$6,421,875.77","$1,740.75","$755.14","$2,495.89","230.52%","113","$70,673,335.72","$3,258.82","$21,638.98","$24,897.79","15.06%"
2025-02-24,"2505","60","1775","$366,625,166.83","$12,586.29","$142,394.90","$154,981.19","8.84%","6","$73,357,628.11","$9,209.71","$36,435.48","$45,645.19","25.28%","181","$159,561,473.09","$8,975.75","$52,450.24","$61,425.99","17.11%"
2025-02-25,"2636","64","1886","$501,676,628.09","$7,557.31","$277,773.73","$285,331.04","2.72%","1","$2,254,741.21","$1,633.91","$1,624.64","$3,258.55","100.57%","252","$205,189,973.06","$6,090.52","$44,705.15","$50,795.67","13.62%"
2025-02-26,"2372","60","1649","$297,052,636.99","$11,217.37","$170,377.34","$181,594.72","6.58%","1","$28,809,324.79","$8,485.68","$38,440.59","$46,926.27","22.07%","147","$87,333,373.46","$11,880.40","$76,908.34","$88,788.74","15.45%"
2025-02-27,"2457","59","1758","$265,667,797.38","$4,562.04","$102,774.90","$107,336.94","4.44%","0","$0.00","$0.00","$0.00","$0.00","0.00%","142","$101,832,114.76","$2,955.91","$35,555.91","$38,511.83","8.31%"
2025-02-28,"2816","58","2063","$436,195,206.78","$7,831.04","$186,804.39","$194,635.43","4.19%","0","$0.00","$0.00","$0.00","$0.00","0.00%","279","$158,835,749.11","$5,246.02","$42,297.69","$47,543.71","12.40%"
2025-03-01,"2292","53","1635","$190,416,054.68","$4,612.83","$74,651.77","$79,264.60","6.18%","2","$811,938.11","$2,344.73","$1,711.33","$4,056.07","137.01%","124","$42,869,605.58","$1,795.61","$21,004.87","$22,800.48","8.55%"
2025-03-02,"2325","53","1663","$281,732,489.54","$4,213.32","$211,234.31","$215,447.63","1.99%","0","$0.00","$0.00","$0.00","$0.00","0.00%","148","$50,570,405.65","$3,412.25","$32,762.10","$36,174.35","10.42%"
2025-03-03,"2387","58","1670","$309,965,379.63","$7,477.86","$104,806.38","$112,284.23","7.13%","2","$11,623,432.86","$2,938.10","$1,031.16","$3,969.26","284.93%","190","$73,542,146.94","$5,972.13","$17,544.03","$23,516.16","34.04%"
2025-03-04,"2550","56","1860","$289,763,876.39","$6,320.94","$119,325.24","$125,646.18","5.30%","0","$0.00","$0.00","$0.00","$0.00","0.00%","221","$81,671,948.19","$3,810.18","$28,506.47","$32,316.64","13.37%"
2025-03-05,"2354","65","1662","$228,738,894.01","$2,093.74","$73,410.83","$75,504.57","2.85%","0","$0.00","$0.00","$0.00","$0.00","0.00%","140","$60,347,332.19","$1,707.01","$10,232.49","$11,939.50","16.68%"
2025-03-06,"2145","52","1534","$238,158,586.13","$2,467.54","$131,887.81","$134,355.35","1.87%","0","$0.00","$0.00","$0.00","$0.00","0.00%","125","$41,607,236.99","$2,038.37","$12,051.57","$14,089.94","16.91%"
2025-03-07,"2289","61","1618","$207,343,068.23","$6,015.54","$90,766.54","$96,782.08","6.63%","0","$0.00","$0.00","$0.00","$0.00","0.00%","159","$75,654,402.39","$4,539.71","$22,736.12","$27,275.82","19.97%"
2025-03-08,"2360","61","1544","$195,862,454.44","$5,438.33","$70,181.68","$75,620.01","7.75%","0","$0.00","$0.00","$0.00","$0.00","0.00%","129","$45,784,038.47","$3,637.82","$13,059.03","$16,696.84","27.86%"
2025-03-09,"2508","55","1685","$234,511,603.62","$5,711.90","$142,565.61","$148,277.51","4.01%","1","$4,390,055.25","$1,915.79","$825.31","$2,741.10","232.13%","171","$60,157,338.99","$3,806.37","$17,154.34","$20,960.71","22.19%"
2025-03-10,"2298","60","1634","$370,865,269.45","$17,324.42","$280,029.52","$297,353.94","6.19%","4","$22,482,259.64","$11,798.07","$8,231.42","$20,029.49","143.33%","158","$100,071,772.12","$15,426.09","$38,627.33","$54,053.41","39.94%"
2025-03-11,"2731","63","1829","$334,008,998.29","$15,679.72","$375,829.82","$391,509.54","4.17%","2","$19,856,135.70","$9,729.45","$8,223.98","$17,953.42","118.31%","182","$82,978,373.69","$14,114.64","$47,991.12","$62,105.76","29.41%"
2025-03-12,"2344","64","1618","$643,671,920.25","$9,788,783.07","$693,058.83","$10,481,841.90","1412.40%","7","$421,818,443.95","$9,785,990.13","$620,603.70","$10,406,593.84","1576.85%","161","$492,076,239.64","$30,911.07","$630,741.02","$661,652.09","4.90%"
2025-03-13,"2391","69","1537","$201,264,898.21","$4,343.27","$58,777.68","$63,120.96","7.39%","1","$1,336,797.31","$3,157.95","$1,350.87","$4,508.81","233.77%","130","$47,442,492.80","$3,805.34","$10,928.44","$14,733.78","34.82%"
2025-03-14,"2243","62","1412","$147,790,992.48","$1,573.46","$58,003.02","$59,576.48","2.71%","0","$0.00","$0.00","$0.00","$0.00","0.00%","104","$30,212,665.91","$1,222.32","$8,119.76","$9,342.08","15.05%"
2025-03-15,"2203","60","1531","$80,145,150.03","$1,880.93","$45,155.84","$47,036.78","4.17%","0","$0.00","$0.00","$0.00","$0.00","0.00%","76","$11,885,169.66","$811.68","$2,922.02","$3,733.71","27.78%"
2025-03-16,"2519","59","1781","$100,946,435.99","$1,707.55","$52,068.84","$53,776.40","3.28%","0","$0.00","$0.00","$0.00","$0.00","0.00%","98","$26,458,740.27","$932.09","$3,817.51","$4,749.60","24.42%"
2025-03-17,"2585","60","1675","$153,045,387.26","$1,216.29","$52,184.52","$53,400.81","2.33%","0","$0.00","$0.00","$0.00","$0.00","0.00%","82","$33,123,222.27","$625.12","$7,496.46","$8,121.58","8.34%"
2025-03-18,"2223","65","1569","$178,374,552.76","$1,243.45","$58,412.33","$59,655.78","2.13%","1","$2,845,256.63","$4,547.20","$804.67","$5,351.87","565.10%","114","$53,232,142.78","$6,540.62","$14,165.16","$20,705.78","46.17%"
2025-03-19,"2545","62","1854","$187,793,396.50","$1,692.67","$75,932.85","$77,625.52","2.23%","0","$0.00","$0.00","$0.00","$0.00","0.00%","124","$45,245,596.57","$1,011.30","$7,986.51","$8,997.80","12.66%"
2025-03-20,"2518","59","1661","$165,355,034.74","$4,270.23","$63,958.55","$68,228.78","6.68%","1","$3,873,478.25","$1,059.77","$1,606.13","$2,665.91","65.98%","139","$44,215,780.78","$2,750.58","$11,325.71","$14,076.29","24.29%"
2025-03-21,"2190","65","1374","$217,254,231.42","$1,091.95","$59,073.76","$60,165.71","1.85%","0","$0.00","$0.00","$0.00","$0.00","0.00%","101","$84,481,516.40","$1,706.80","$18,469.92","$20,176.72","9.24%"
2025-03-22,"2158","55","1304","$90,199,748.91","$981.16","$30,065.00","$31,046.17","3.26%","0","$0.00","$0.00","$0.00","$0.00","0.00%","83","$16,291,178.05","$191.82","$2,661.87","$2,853.70","7.21%"
2025-03-23,"2139","54","1307","$98,491,914.19","$588.31","$31,463.37","$32,051.68","1.87%","0","$0.00","$0.00","$0.00","$0.00","0.00%","79","$12,307,189.75","$206.63","$3,081.62","$3,288.24","6.71%"
2025-03-24,"2347","54","1604","$175,117,846.03","$1,985.31","$62,812.39","$64,797.70","3.16%","0","$0.00","$0.00","$0.00","$0.00","0.00%","102","$43,438,542.06","$1,176.48","$6,376.71","$7,553.19","18.45%"
2025-03-25,"2266","55","1484","$134,804,824.71","$2,099.98","$57,867.24","$59,967.22","3.63%","0","$0.00","$0.00","$0.00","$0.00","0.00%","96","$20,340,759.99","$988.70","$9,557.17","$10,545.87","10.35%"
2025-03-26,"2246","51","1513","$187,823,691.66","$1,707.74","$61,153.60","$62,861.34","2.79%","0","$0.00","$0.00","$0.00","$0.00","0.00%","101","$31,293,410.69","$836.64","$6,346.20","$7,182.84","13.18%"
2025-03-27,"2404","56","1548","$270,840,565.91","$672.43","$65,119.19","$65,791.62","1.03%","0","$0.00","$0.00","$0.00","$0.00","0.00%","125","$74,130,933.56","$806.21","$9,494.01","$10,300.22","8.49%"
2025-03-28,"2664","53","1549","$213,778,474.45","$3,744.65","$72,492.23","$76,236.89","5.17%","0","$0.00","$0.00","$0.00","$0.00","0.00%","148","$66,039,140.80","$2,101.85","$16,194.61","$18,296.45","12.98%"
2025-03-29,"2206","50","1251","$140,815,430.50","$1,036.34","$44,729.22","$45,765.55","2.32%","0","$0.00","$0.00","$0.00","$0.00","0.00%","100","$26,492,218.91","$377.69","$4,563.01","$4,940.71","8.28%"
2025-03-30,"2496","50","1403","$153,176,009.74","$2,412.22","$68,722.88","$71,135.10","3.51%","0","$0.00","$0.00","$0.00","$0.00","0.00%","132","$25,833,710.99","$1,184.41","$13,182.25","$14,366.66","8.98%"
2025-03-31,"2688","56","1701","$169,409,317.89","$5,868.06","$93,849.46","$99,717.52","6.25%","1","$2,899,269.49","$2,662.27","$765.33","$3,427.59","347.86%","128","$42,705,787.42","$4,342.61","$11,427.21","$15,769.81","38.00%"
2025-04-01,"2901","53","1757","$254,928,104.78","$3,001.24","$76,049.43","$79,050.68","3.95%","0","$0.00","$0.00","$0.00","$0.00","0.00%","122","$59,220,383.33","$2,019.37","$9,341.70","$11,361.08","21.62%"
2025-04-02,"2634","57","1603","$291,783,410.66","-$3,018.87","$103,027.99","$100,009.12","-2.93%","0","$0.00","$0.00","$0.00","$0.00","0.00%","145","$71,615,219.44","$3,817.47","$15,237.69","$19,055.15","25.05%"
2025-04-03,"2563","58","1502","$254,207,483.42","$3,915.51","$77,497.31","$81,412.82","5.05%","0","$0.00","$0.00","$0.00","$0.00","0.00%","152","$63,808,076.53","$3,019.86","$13,247.00","$16,266.86","22.80%"
2025-04-04,"2675","54","1592","$236,701,179.60","$1,949.99","$72,089.91","$74,039.90","2.70%","0","$0.00","$0.00","$0.00","$0.00","0.00%","110","$28,522,372.27","$1,272.53","$8,845.01","$10,117.54","14.39%"
2025-04-05,"2631","52","1615","$143,937,091.23","$1,711.42","$52,928.20","$54,639.63","3.23%","0","$0.00","$0.00","$0.00","$0.00","0.00%","70","$20,628,708.18","$1,273.77","$3,263.72","$4,537.49","39.03%"
2025-04-06,"2668","57","1829","$322,389,438.76","$6,545.94","$263,365.51","$269,911.45","2.49%","2","$11,557,775.08","$2,173.19","$3,303.69","$5,476.88","65.78%","122","$54,361,193.01","$5,144.33","$30,973.97","$36,118.30","16.61%"
2025-04-07,"2711","49","1978","$482,659,133.70","$788.09","$238,803.27","$239,591.36","0.33%","1","$16,155,040.40","$1,163.74","$2,492.26","$3,656.01","46.69%","188","$135,825,142.36","$4,085.95","$62,039.35","$66,125.30","6.59%"
2025-04-08,"2754","59","1847","$295,234,292.76","$790.93","$89,551.98","$90,342.91","0.88%","0","$0.00","$0.00","$0.00","$0.00","0.00%","106","$28,801,047.70","$669.35","$5,543.59","$6,212.94","12.07%"
2025-04-09,"2647","60","1781","$311,214,744.53","$10,488.40","$220,973.69","$231,462.09","4.75%","2","$4,489,357.38","$4,898.63","$7,146.68","$12,045.32","68.54%","170","$61,207,104.75","$8,434.63","$37,040.15","$45,474.79","22.77%"
2025-04-10,"2734","63","1794","$336,833,686.06","$8,645.46","$243,389.01","$252,034.47","3.55%","1","$7,873,944.96","$2,066.82","$18,658.83","$20,725.66","11.08%","123","$69,944,411.51","$4,927.98","$39,401.41","$44,329.39","12.51%"
2025-04-11,"2930","58","1863","$232,961,099.42","$3,680.16","$114,606.44","$118,286.60","3.21%","0","$0.00","$0.00","$0.00","$0.00","0.00%","124","$41,063,701.23","$3,258.78","$34,107.39","$37,366.17","9.55%"
2025-04-12,"2676","53","1827","$214,262,487.24","$4,782.36","$81,950.00","$86,732.36","5.84%","1","$2,924,590.25","$1,226.81","$1,006.94","$2,233.74","121.84%","148","$72,983,837.59","$4,229.80","$25,749.39","$29,979.19","16.43%"
2025-04-13,"2589","60","1633","$244,834,182.36","$5,610.36","$94,607.70","$100,218.05","5.93%","0","$0.00","$0.00","$0.00","$0.00","0.00%","154","$74,581,418.55","$5,032.43","$27,202.67","$32,235.10","18.50%"
2025-04-14,"2387","56","1568","$240,101,134.69","$1,883.56","$89,822.92","$91,706.49","2.10%","0","$0.00","$0.00","$0.00","$0.00","0.00%","129","$62,128,688.15","$1,456.78","$16,838.95","$18,295.73","8.65%"
2025-04-15,"2672","56","1681","$232,752,076.74","-$4,282.02","$66,086.21","$61,804.19","-6.48%","0","$0.00","$0.00","$0.00","$0.00","0.00%","107","$20,961,987.52","$851.76","$8,831.51","$9,683.27","9.64%"
2025-04-16,"2395","59","1627","$231,278,090.34","$4,437.13","$60,489.32","$64,926.45","7.34%","2","$9,055,499.39","$2,935.51","$2,406.53","$5,342.04","121.98%","99","$35,137,665.31","$4,179.92","$7,575.86","$11,755.78","55.17%"
